	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_C	param_kernel	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	split5_train_score	split6_train_score	split7_train_score	split8_train_score	split9_train_score	mean_train_score	std_train_score
0	3.1720877170562742	0.5533132191396967	0.23416001796722413	0.06402763815433474	10	linear	{'C': 10, 'kernel': 'linear'}	0.4534568337996762	0.416722204683901	0.5315934065934065	0.48199315393376896	0.48200096200096204	0.4204178537511871	0.4672364672364672	0.43042567454332165	0.46495726495726497	0.4719485495347564	0.46207523710347126	0.03259933636647762	7	0.9876943939909857	0.9915101653192365	0.9896128875719132	0.9896067754771926	0.9915050722199893	0.991461757124662	0.9886685835119426	0.9914676704055357	0.9914850955856137	0.9896132744458371	0.9902625675652909	0.0013377313171787644
1	2.8172810554504393	0.24472292552673816	0.192199182510376	0.0282731438819188	10	rbf	{'C': 10, 'kernel': 'rbf'}	0.5339349915621102	0.45966411755885433	0.519080919080919	0.5194353600425706	0.5444188963210702	0.46380177935165146	0.49599620110714304	0.3969325616236083	0.5158774397904833	0.4641003119263989	0.491324257836481	0.04269760440858627	1	0.9962076396184923	0.9971586545845492	0.9952725264494808	0.9943228736535178	0.9952724642393568	0.9962114281196348	0.9952640161481022	0.9981056084044385	0.9962161841732927	0.9962140821643936	0.9960245477555258	0.0010180066389271641
2	2.7577637910842894	0.2753178107335389	0.18905787467956542	0.03131552669578814	100	linear	{'C': 100, 'kernel': 'linear'}	0.45104550507307756	0.4313218944797892	0.5401662213256415	0.4373518219672065	0.4548542625465703	0.41587474954614917	0.4540360126512762	0.4757784634631925	0.44890469008116063	0.4575833752304341	0.45669169963644973	0.03181151141629161	8	0.9981038198092461	0.9990537105939825	0.9981056188416852	0.9971559530420612	0.9981056084044385	0.9971559305462656	0.9981049439905669	0.9981056084044385	0.9981080920866464	0.9971559490896243	0.9979155234808955	0.0005694884498695966
3	2.817969274520874	0.3813863942609598	0.1976229190826416	0.029578446820384907	100	rbf	{'C': 100, 'kernel': 'rbf'}	0.47972154963680386	0.46038007576469114	0.5110906085418829	0.49208763419289736	0.5632812127795406	0.47569326950401125	0.4562160607041393	0.39725326904814084	0.5347356649769961	0.4491051794973363	0.48195645246464397	0.04447130229106893	2	0.9990534874255804	1.0	0.9990543854451007	0.9990543854451007	0.9990543750078541	0.9990543750078541	1.0	0.9990543750078541	0.9990543750078541	0.9990543750078541	0.999243413335505	0.00037829342399130385
4	2.87664680480957	0.2962984511025108	0.2027876377105713	0.06563802344231695	1000	linear	{'C': 1000, 'kernel': 'linear'}	0.41604646050428534	0.43854438061755135	0.5312409215995595	0.4263842300427666	0.44695300041211994	0.396384505892146	0.474961819789406	0.46039886039886035	0.44027194239960193	0.4398996798996799	0.44710858015559773	0.034885596793078545	9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
5	2.8453179597854614	0.276846129171287	0.1988882064819336	0.033195471082963585	1000	rbf	{'C': 1000, 'kernel': 'rbf'}	0.47367604147265163	0.46038007576469114	0.5110906085418829	0.5143264143264143	0.5528202566664105	0.47569326950401125	0.4562160607041393	0.39725326904814084	0.5219924639279478	0.4491051794973363	0.4812553639453626	0.04243347154419767	3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
6	2.626746082305908	0.33176056537615023	0.1886455774307251	0.02088804691518974	10000.0	linear	{'C': 10000.0, 'kernel': 'linear'}	0.41604646050428534	0.43854438061755135	0.5312409215995595	0.4263842300427666	0.44695300041211994	0.396384505892146	0.474961819789406	0.46039886039886035	0.44027194239960193	0.4398996798996799	0.44710858015559773	0.034885596793078545	9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
7	2.786863112449646	0.35650439463130634	0.1931774616241455	0.03185845651626635	10000.0	rbf	{'C': 10000.0, 'kernel': 'rbf'}	0.47367604147265163	0.46038007576469114	0.5110906085418829	0.5143264143264143	0.5528202566664105	0.47569326950401125	0.4562160607041393	0.39725326904814084	0.5219924639279478	0.4491051794973363	0.4812553639453626	0.04243347154419767	3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
8	2.738734769821167	0.33527844227483505	0.18571267127990723	0.01852917283841256	100000.0	linear	{'C': 100000.0, 'kernel': 'linear'}	0.41604646050428534	0.43854438061755135	0.5312409215995595	0.4263842300427666	0.44695300041211994	0.396384505892146	0.474961819789406	0.46039886039886035	0.44027194239960193	0.4398996798996799	0.44710858015559773	0.034885596793078545	9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
9	2.7650229692459107	0.32470057390092305	0.20027511119842528	0.037087261751313653	100000.0	rbf	{'C': 100000.0, 'kernel': 'rbf'}	0.47367604147265163	0.46038007576469114	0.5110906085418829	0.5143264143264143	0.5528202566664105	0.47569326950401125	0.4562160607041393	0.39725326904814084	0.5219924639279478	0.4491051794973363	0.4812553639453626	0.04243347154419767	3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
10	2.697953462600708	0.2593388681086486	0.18731296062469482	0.022339700039566885	1000000.0	linear	{'C': 1000000.0, 'kernel': 'linear'}	0.41604646050428534	0.43854438061755135	0.5312409215995595	0.4263842300427666	0.44695300041211994	0.396384505892146	0.474961819789406	0.46039886039886035	0.44027194239960193	0.4398996798996799	0.44710858015559773	0.034885596793078545	9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
11	2.800266456604004	0.3291430588645067	0.1991194248199463	0.02600310276812305	1000000.0	rbf	{'C': 1000000.0, 'kernel': 'rbf'}	0.47367604147265163	0.46038007576469114	0.5110906085418829	0.5143264143264143	0.5528202566664105	0.47569326950401125	0.4562160607041393	0.39725326904814084	0.5219924639279478	0.4491051794973363	0.4812553639453626	0.04243347154419767	3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
